56,59
56,58
54,61
47,67
49,64
47,65
49,64
48,65
50,63
50,63
50,64
51,64
51,64
51,64
50,64
50,64
46,67
48,66
50,66
54,66
53,67
52,65
52,65
50,64
50,64
50,64
50,64
50,64
50,64
50,64
50,64
50,64
50,64
50,64
50,66
50,66
50,64
50,64
50,66
50,66
50,66
50,66
50,64
50,66
50,66
51,65
50,66
51,66
51,65
51,65
52,65
51,65
50,66
51,65
50,66
50,66
51,65
50,66
51,65
52,64
53,63
53,63
52,65
53,65
50,67
51,68
51,68
53,65
54,65
54,64
55,64
54,64
52,65
60,60
57,61
57,61
57,61
61,59
57,61
56,62
60,58
56,61
58,60
58,59
59,56
59,58
59,56
60,57
59,56
58,56
59,55
59,56
58,56
57,56
58,55
58,53
58,55
58,53
58,55
58,53
58,55
57,54
57,54
57,53
58,53
57,53
58,53
57,53
57,51
56,54
55,53
55,53
56,54
57,50
55,50
55,50
55,50
55,50
56,51
56,51
55,52
55,50
55,50
55,50
55,50
55,50
55,50
54,50
54,50
54,52
54,50
53,51
52,51
52,51
53,50
53,50
53,51
52,51
54,50
53,51
53,50
53,50
52,51
52,51
53,50
52,51
52,49
52,49
52,51
52,49
52,49
52,49
52,49
52,49
51,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
49,49
50,50
50,50
49,49
48,50
48,50
48,50
49,51
48,50
48,50
48,50
47,51
48,52
49,51
47,51
48,50
47,51
47,51
47,51
47,51
47,53
47,50
48,52
46,51
47,50
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
46,52
47,51
47,51
46,51
46,51
46,51
45,52
46,52
47,51
47,51
46,52
47,51
46,51
46,51
47,51
47,53
46,52
44,53
45,53
45,52
45,53
44,53
46,52
44,53
44,54
45,53
45,53
45,53
44,54
44,54
44,54
44,54
44,55
43,56
43,56
44,55
44,55
44,55
44,54
44,56
44,55
43,57
44,59
43,58
43,58
43,60
43,58
43,60
45,58
44,58
45,58
43,61
45,60
46,60
45,60
44,59
42,62
41,63
46,60
46,61
45,60
45,61
43,61
46,61
46,61
46,61
46,61
45,62
45,63
45,63
44,64
45,62
45,62
44,64
44,64
45,64
45,63
45,63
45,64
45,64
45,64
44,65
45,66
45,66
46,65
48,64
47,63
46,65
45,66
46,65
47,65
49,64
50,63
48,64
50,63
50,64
47,65
48,65
48,66
47,65
48,66
48,66
50,66
50,66
50,64
50,66
51,65
51,65
51,65
51,65
52,65
53,65
52,65
52,65
53,65
53,65
54,64
54,65
54,64
54,64
55,63
52,65
55,63
57,63
51,68
54,66
55,64
54,65
55,66
53,67
52,67
50,68
52,69
55,67
56,66
55,66
56,66
43,74
44,75
40,76
58,64
58,64
58,63
59,63
59,63
58,63
58,63
58,63
58,63
57,64
57,64
57,65
57,65
59,65
59,65
59,65
59,65
59,65
59,65
57,65
58,66
58,64
58,64
57,64
57,64
58,63
58,63
56,65
56,65
56,65
58,64
58,64
58,64
58,64
58,64
58,64
59,65
