63,64
49,79
51,78
52,77
66,61
91,0
64,66
67,64
57,73
66,65
57,74
92,13
57,73
57,74
56,74
57,74
57,74
56,74
55,73
55,73
56,74
57,73
55,73
55,74
56,74
56,75
58,75
50,71
86,0
43,73
48,73
48,73
50,76
52,74
49,73
50,71
49,71
50,71
51,69
51,66
50,66
49,63
53,65
54,65
54,64
53,63
51,66
50,64
52,64
51,64
50,63
50,63
52,63
53,62
51,62
52,63
52,62
53,62
53,62
52,62
53,58
54,60
52,52
52,48
54,49
54,47
57,51
58,50
59,51
59,51
57,47
61,51
59,49
57,47
60,48
61,48
59,49
61,50
60,49
60,49
59,49
59,49
59,51
60,49
59,51
59,51
59,51
59,51
58,52
58,50
58,52
59,51
60,51
59,49
60,49
59,51
59,51
59,51
58,50
58,50
59,51
58,52
57,51
57,51
57,51
57,50
57,51
58,50
57,50
57,51
57,50
56,51
56,51
53,51
51,52
50,50
47,50
45,52
44,50
