60,58
57,51
60,52
59,51
54,56
57,51
58,50
58,49
59,51
60,51
61,48
59,49
59,49
60,48
60,48
60,48
60,48
60,48
60,48
59,49
59,47
58,49
59,49
58,50
58,50
58,50
58,49
58,50
57,51
57,51
58,52
57,53
57,53
57,51
58,50
59,49
60,49
61,48
61,50
60,49
59,49
58,52
58,52
59,51
59,51
60,49
59,51
58,52
58,53
58,53
57,54
59,52
60,52
60,52
60,52
60,52
59,54
59,54
58,55
58,55
58,55
58,55
58,56
59,55
58,56
58,56
58,57
57,57
57,57
59,56
59,56
59,56
59,55
58,56
59,56
58,57
57,58
59,56
59,56
59,56
59,56
60,57
59,56
59,56
58,57
59,56
59,56
59,58
58,57
56,59
58,57
59,58
62,56
60,58
58,60
48,68
57,61
58,60
61,60
59,61
58,62
57,63
58,62
58,62
58,62
57,64
57,63
57,63
59,62
58,64
55,66
58,63
59,63
57,64
58,63
58,64
58,64
57,64
57,65
57,65
58,66
58,64
58,66
55,67
51,71
51,70
51,71
53,71
50,72
52,72
50,72
58,67
50,73
49,73
51,74
67,60
66,62
65,63
64,63
53,73
58,68
60,68
59,66
58,68
59,67
57,69
63,64
58,70
62,63
57,69
57,68
58,68
58,67
59,67
58,67
58,68
56,69
55,69
60,68
58,67
56,69
65,60
57,65
55,67
61,60
60,58
54,61
52,63
56,59
55,60
52,62
56,59
55,59
54,60
56,58
53,59
53,59
53,59
51,60
55,58
53,58
52,58
53,57
53,58
52,58
51,59
50,59
54,56
53,55
53,57
53,55
52,55
53,55
51,56
50,55
51,54
52,55
47,58
52,54
53,53
52,54
51,54
52,49
50,50
51,50
50,50
50,50
51,50
50,50
50,50
48,52
47,53
44,55
39,58
47,51
48,50
49,51
49,51
50,50
50,50
50,50
49,49
50,50
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
44,55
49,49
50,50
50,50
50,50
50,48
50,50
49,51
50,51
49,54
47,54
47,55
47,55
47,55
46,57
45,57
48,56
48,55
49,55
47,55
48,56
47,55
48,57
48,57
46,57
46,57
46,57
47,58
49,56
49,56
48,57
46,59
48,58
48,58
47,58
47,58
46,59
48,58
48,58
48,58
46,61
46,61
46,61
46,61
46,62
47,60
46,61
49,60
50,59
48,61
50,61
49,60
49,61
48,62
49,61
46,64
48,64
50,61
39,69
45,66
46,65
47,65
47,64
48,64
50,63
49,63
50,64
50,63
50,63
50,63
50,64
50,64
49,65
50,64
50,64
50,66
51,66
50,66
50,67
39,74
50,66
50,68
51,66
50,68
51,68
49,65
50,69
50,68
50,68
