52,58
48,57
51,59
50,58
49,59
51,59
50,61
57,53
50,57
53,57
52,55
55,59
51,54
56,57
54,54
56,57
51,53
52,52
43,58
51,59
56,57
51,52
50,51
48,55
46,52
47,54
44,54
46,60
48,65
44,68
46,67
41,71
54,66
53,70
53,70
54,69
53,70
55,69
55,69
54,69
53,70
54,69
53,68
54,70
54,69
55,69
55,69
55,69
55,69
53,70
53,70
56,70
55,71
51,71
52,70
50,72
83,29
64,64
56,70
55,68
55,69
56,69
56,69
56,69
56,69
56,69
56,69
56,69
56,69
56,69
57,69
55,68
55,69
56,70
56,69
55,69
55,69
55,69
55,69
54,69
54,69
54,69
54,70
54,69
55,69
54,70
53,70
53,70
54,70
52,70
52,70
53,70
53,70
53,70
53,71
52,69
53,70
52,70
53,70
53,68
53,68
54,69
52,69
54,69
53,68
52,69
54,69
54,68
54,69
52,68
53,68
52,69
53,68
54,68
53,67
53,68
53,68
52,69
51,70
50,69
52,69
51,69
50,69
51,70
50,69
40,77
39,76
41,75
42,76
43,74
42,73
44,73
45,74
48,71
50,69
51,69
51,69
46,67
33,73
39,69
41,66
37,69
35,69
41,68
